fund_name,manager_name,vintage_year,strategy,geography,irr,tvpi,dpi,nav,commitment,paid_in,distributions,fund_size,source_name,source_file,source_page,raw_text,data_quality_flag,irr_numeric,tvpi_numeric,dpi_numeric,irr_vintage_percentile,irr_vintage_quartile,tvpi_vintage_percentile,tvpi_vintage_quartile,dpi_vintage_percentile,dpi_vintage_quartile,irr_quartile_score,tvpi_quartile_score,dpi_quartile_score,overall_quartile_score,overall_vintage_quartile,vintage_benchmark_label,internal_score,allocator_memo_short
* NY Revolution Ventures Revolution Growth V 2022**,* NY Revolution Ventures,2024.0,growth,north_america,,,,,,,,$500,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,11,"2024 2025 2026 Post- 2026 H2 H1 H2 H1 H2 H1 H2 Goldman Sachs Asset Management West Street Global Growth Partners Fund II 2021** $5,200** NY Coatue Management Coatue Growth Fund VI 2021** $7,700** NY Victor Capital Partners Victor Capital Partners Fund III 2022** $310** NY Humble Growth Humble Growth Fund II 2022** $313** NY Rosecliff Ventures Rosecliff Venture Partners IX 2022** $349** NY 1315 Capital 1315 Capital IV 2022** $350** PA Aquiline Capital Partners Aquiline Technology Growth Fund III 2022** $365** NY Exeter Capital Exeter Capital II 2022** $400** MA The Chertoff Group MC2 Security Fund II 2022** $400** DC Greycroft Greycroft Growth V 2022** $432** NY Revolution Ventures Revolution Growth V 2022** $500** DC MVM Partners MVM VII 2022** $516** MA General Atlantic GA Atlas II 2022** $600** NY The Raine Group Raine Partners V 2022** $763** NY JP Morgan Asset Management 270 Growth Fund II 2022** $869** NY Arsenal Capital Partners Arsenal Capital Growth Fund II 2022** $1,100** NY Evolution Equity Partners The Evolution Technology Fund IV 2022** $1,100** NY Ampersand Capital Partners Ampersand 2026 2022** $1,200** MA Spectrum Equity Spectrum Equity XI 2022** $2,000** MA KKR KKR Next Generation Technology Growth Fund IV 2022** $3,000** NY RedBird Capital Partners RedBird Capital Partners Fund V 2022** $4,700** NY Bluestone Equity Partners Bluestone Capital II 2023** $300** NY Orkila Capital Orkila Growth Fund V 2023** $325** NY M33 Growth M33 Growth IV 2023** $340** MA MSP Sports Capital MSP Sports Capital II 2023** $400** NY Princeton Equity Group Princeton Equity Partners III 2023** $575** NJ Long Ridge Long Ridge Equity Partners V 2023** $650** NY Volition Capital Volition Capital Fund VI 2023** $675** MA JP Morgan Asset Management JP Morgan Growth Equity Fund II 2023** $1,000** NY WestView Capital Partners WestView Capital Partners VI 2023** $1,000** MA Carlyle Carlyle Partners Growth II 2023** $1,300** DC Wellington Management Wellington Hadley Harbor Partners V 2023** $2,600** MA Spectrum Equity Spectrum Select Opportunities Fund II 2024** $300** MA Boston Millennia Partners Boston Millennia Partners VI 2023** $250** MA NGP Energy Technology Partners NGP Energy Technology Partners V 2023** $700** DC Sverica Sverica Capital Partners VII 2023** $750** MA",needs_review_possible_merged_name,,,,,,,,,,,,,,,Insufficient performance data,,"* NY Revolution Ventures Revolution Growth V 2022** by * NY Revolution Ventures is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
* NY Rosecliff Ventures Rosecliff Venture Partners IX 2022**,* NY Rosecliff Ventures,2024.0,growth,north_america,,,,,,,,$349,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,11,"2024 2025 2026 Post- 2026 H2 H1 H2 H1 H2 H1 H2 Goldman Sachs Asset Management West Street Global Growth Partners Fund II 2021** $5,200** NY Coatue Management Coatue Growth Fund VI 2021** $7,700** NY Victor Capital Partners Victor Capital Partners Fund III 2022** $310** NY Humble Growth Humble Growth Fund II 2022** $313** NY Rosecliff Ventures Rosecliff Venture Partners IX 2022** $349** NY 1315 Capital 1315 Capital IV 2022** $350** PA Aquiline Capital Partners Aquiline Technology Growth Fund III 2022** $365** NY Exeter Capital Exeter Capital II 2022** $400** MA The Chertoff Group MC2 Security Fund II 2022** $400** DC Greycroft Greycroft Growth V 2022** $432** NY Revolution Ventures Revolution Growth V 2022** $500** DC MVM Partners MVM VII 2022** $516** MA General Atlantic GA Atlas II 2022** $600** NY The Raine Group Raine Partners V 2022** $763** NY JP Morgan Asset Management 270 Growth Fund II 2022** $869** NY Arsenal Capital Partners Arsenal Capital Growth Fund II 2022** $1,100** NY Evolution Equity Partners The Evolution Technology Fund IV 2022** $1,100** NY Ampersand Capital Partners Ampersand 2026 2022** $1,200** MA Spectrum Equity Spectrum Equity XI 2022** $2,000** MA KKR KKR Next Generation Technology Growth Fund IV 2022** $3,000** NY RedBird Capital Partners RedBird Capital Partners Fund V 2022** $4,700** NY Bluestone Equity Partners Bluestone Capital II 2023** $300** NY Orkila Capital Orkila Growth Fund V 2023** $325** NY M33 Growth M33 Growth IV 2023** $340** MA MSP Sports Capital MSP Sports Capital II 2023** $400** NY Princeton Equity Group Princeton Equity Partners III 2023** $575** NJ Long Ridge Long Ridge Equity Partners V 2023** $650** NY Volition Capital Volition Capital Fund VI 2023** $675** MA JP Morgan Asset Management JP Morgan Growth Equity Fund II 2023** $1,000** NY WestView Capital Partners WestView Capital Partners VI 2023** $1,000** MA Carlyle Carlyle Partners Growth II 2023** $1,300** DC Wellington Management Wellington Hadley Harbor Partners V 2023** $2,600** MA Spectrum Equity Spectrum Select Opportunities Fund II 2024** $300** MA Boston Millennia Partners Boston Millennia Partners VI 2023** $250** MA NGP Energy Technology Partners NGP Energy Technology Partners V 2023** $700** DC Sverica Sverica Capital Partners VII 2023** $750** MA",needs_review_possible_merged_name,,,,,,,,,,,,,,,Insufficient performance data,,"* NY Rosecliff Ventures Rosecliff Venture Partners IX 2022** by * NY Rosecliff Ventures is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
* NY The Raine Group Raine Partners V 2022**,* NY The Raine Group Raine Partners,2024.0,growth,north_america,,,,,,,,$763,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,11,"2024 2025 2026 Post- 2026 H2 H1 H2 H1 H2 H1 H2 Goldman Sachs Asset Management West Street Global Growth Partners Fund II 2021** $5,200** NY Coatue Management Coatue Growth Fund VI 2021** $7,700** NY Victor Capital Partners Victor Capital Partners Fund III 2022** $310** NY Humble Growth Humble Growth Fund II 2022** $313** NY Rosecliff Ventures Rosecliff Venture Partners IX 2022** $349** NY 1315 Capital 1315 Capital IV 2022** $350** PA Aquiline Capital Partners Aquiline Technology Growth Fund III 2022** $365** NY Exeter Capital Exeter Capital II 2022** $400** MA The Chertoff Group MC2 Security Fund II 2022** $400** DC Greycroft Greycroft Growth V 2022** $432** NY Revolution Ventures Revolution Growth V 2022** $500** DC MVM Partners MVM VII 2022** $516** MA General Atlantic GA Atlas II 2022** $600** NY The Raine Group Raine Partners V 2022** $763** NY JP Morgan Asset Management 270 Growth Fund II 2022** $869** NY Arsenal Capital Partners Arsenal Capital Growth Fund II 2022** $1,100** NY Evolution Equity Partners The Evolution Technology Fund IV 2022** $1,100** NY Ampersand Capital Partners Ampersand 2026 2022** $1,200** MA Spectrum Equity Spectrum Equity XI 2022** $2,000** MA KKR KKR Next Generation Technology Growth Fund IV 2022** $3,000** NY RedBird Capital Partners RedBird Capital Partners Fund V 2022** $4,700** NY Bluestone Equity Partners Bluestone Capital II 2023** $300** NY Orkila Capital Orkila Growth Fund V 2023** $325** NY M33 Growth M33 Growth IV 2023** $340** MA MSP Sports Capital MSP Sports Capital II 2023** $400** NY Princeton Equity Group Princeton Equity Partners III 2023** $575** NJ Long Ridge Long Ridge Equity Partners V 2023** $650** NY Volition Capital Volition Capital Fund VI 2023** $675** MA JP Morgan Asset Management JP Morgan Growth Equity Fund II 2023** $1,000** NY WestView Capital Partners WestView Capital Partners VI 2023** $1,000** MA Carlyle Carlyle Partners Growth II 2023** $1,300** DC Wellington Management Wellington Hadley Harbor Partners V 2023** $2,600** MA Spectrum Equity Spectrum Select Opportunities Fund II 2024** $300** MA Boston Millennia Partners Boston Millennia Partners VI 2023** $250** MA NGP Energy Technology Partners NGP Energy Technology Partners V 2023** $700** DC Sverica Sverica Capital Partners VII 2023** $750** MA",needs_review_possible_merged_name,,,,,,,,,,,,,,,Insufficient performance data,,"* NY The Raine Group Raine Partners V 2022** by * NY The Raine Group Raine Partners is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
* NY Volition Capital Volition Capital Fund VI 2023**,* NY Volition Capital,2024.0,growth,north_america,,,,,,,,$675,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,11,"2024 2025 2026 Post- 2026 H2 H1 H2 H1 H2 H1 H2 Goldman Sachs Asset Management West Street Global Growth Partners Fund II 2021** $5,200** NY Coatue Management Coatue Growth Fund VI 2021** $7,700** NY Victor Capital Partners Victor Capital Partners Fund III 2022** $310** NY Humble Growth Humble Growth Fund II 2022** $313** NY Rosecliff Ventures Rosecliff Venture Partners IX 2022** $349** NY 1315 Capital 1315 Capital IV 2022** $350** PA Aquiline Capital Partners Aquiline Technology Growth Fund III 2022** $365** NY Exeter Capital Exeter Capital II 2022** $400** MA The Chertoff Group MC2 Security Fund II 2022** $400** DC Greycroft Greycroft Growth V 2022** $432** NY Revolution Ventures Revolution Growth V 2022** $500** DC MVM Partners MVM VII 2022** $516** MA General Atlantic GA Atlas II 2022** $600** NY The Raine Group Raine Partners V 2022** $763** NY JP Morgan Asset Management 270 Growth Fund II 2022** $869** NY Arsenal Capital Partners Arsenal Capital Growth Fund II 2022** $1,100** NY Evolution Equity Partners The Evolution Technology Fund IV 2022** $1,100** NY Ampersand Capital Partners Ampersand 2026 2022** $1,200** MA Spectrum Equity Spectrum Equity XI 2022** $2,000** MA KKR KKR Next Generation Technology Growth Fund IV 2022** $3,000** NY RedBird Capital Partners RedBird Capital Partners Fund V 2022** $4,700** NY Bluestone Equity Partners Bluestone Capital II 2023** $300** NY Orkila Capital Orkila Growth Fund V 2023** $325** NY M33 Growth M33 Growth IV 2023** $340** MA MSP Sports Capital MSP Sports Capital II 2023** $400** NY Princeton Equity Group Princeton Equity Partners III 2023** $575** NJ Long Ridge Long Ridge Equity Partners V 2023** $650** NY Volition Capital Volition Capital Fund VI 2023** $675** MA JP Morgan Asset Management JP Morgan Growth Equity Fund II 2023** $1,000** NY WestView Capital Partners WestView Capital Partners VI 2023** $1,000** MA Carlyle Carlyle Partners Growth II 2023** $1,300** DC Wellington Management Wellington Hadley Harbor Partners V 2023** $2,600** MA Spectrum Equity Spectrum Select Opportunities Fund II 2024** $300** MA Boston Millennia Partners Boston Millennia Partners VI 2023** $250** MA NGP Energy Technology Partners NGP Energy Technology Partners V 2023** $700** DC Sverica Sverica Capital Partners VII 2023** $750** MA",needs_review_possible_merged_name,,,,,,,,,,,,,,,Insufficient performance data,,"* NY Volition Capital Volition Capital Fund VI 2023** by * NY Volition Capital is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Five Elms V (,Five Elms,2023.0,growth,north_america,,,,,,,,$780,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,Five Elms V ($780),clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Five Elms V ( by Five Elms is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Fund I (,Fund,2023.0,growth,north_america,,,,,,,,$400,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,Fund I ($400),clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Fund I ( by Fund is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
GTCR Strategic Growth Fund (,GTCR Strategic Growth Fund (,2023.0,growth,north_america,,,,,,,,"$2,000",Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,"GTCR Strategic Growth Fund ($2,000)",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"GTCR Strategic Growth Fund ( by GTCR Strategic Growth Fund ( is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Georgian Partners Growth Fund VI (,Georgian Partners,2023.0,growth,north_america,,,,,,,,$892,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,Georgian Partners Growth Fund VI ($892),clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Georgian Partners Growth Fund VI ( by Georgian Partners is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Primus Capital Fund IX (,Primus Capital,2023.0,growth,north_america,,,,,,,,$800,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,Primus Capital Fund IX ($800),clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Primus Capital Fund IX ( by Primus Capital is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
River Cities Capital Fund VII (,River Cities Capital,2023.0,growth,north_america,,,,,,,,$300,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,River Cities Capital Fund VII ($300*),clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"River Cities Capital Fund VII ( by River Cities Capital is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Valor Equity Partners Fund VI (,Valor Equity,2023.0,growth,north_america,,,,,,,,"$2,350",Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,12,"Valor Equity Partners Fund VI ($2,350)",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Valor Equity Partners Fund VI ( by Valor Equity is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Fund VI (,Fund,,growth,north_america,,,,,,,,$271,Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,13,Fund VI ($271**),clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Fund VI ( by Fund is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Growth Fund II (,Growth Fund,,growth,north_america,,,,,,,,"$3,600",Evercore PFG,Evercore PFG - North America Growth Market Map - H1 2026.pdf,13,"Growth Fund II ($3,600)",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Growth Fund II ( by Growth Fund is included from Evercore PFG - North America Growth Market Map - H1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
